Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
Q8N6T3	1371.6	3483.1	2363.1	1028.6	1972.6	1023.5	2165.2	12072	1375.9	400760	1371.6	3483.1	2363.1	1028.6	1972.6	1023.5	2165.2	12072	1375.9	400760
Q8N7X1	2448.5	7073.3	6174.7	29042	12827	2766.3	6514.9	17489	5626.8	705050	2448.5	7073.3	6174.7	29042	12827	2766.3	6514.9	17489	5626.8	705050
Q8NBH2	822.87	1798.2	2414.5	1374.4	8644.3	2214.4	8144.4	5340.2	3015.6	165980	822.87	1798.2	2414.5	1374.4	8644.3	2214.4	8144.4	5340.2	3015.6	165980
Q8NBS9	5793	9797.2	5567.4	3182.9	8087.4	4240	2863	44084	4499	1561300	5793	9797.2	5567.4	3182.9	8087.4	4240	2863	44084	4499	1561300
Q8NC51	25209	30914	28520	14456	17858	17860	24089	142270	22494	5088300	25209	30914	28520	14456	17858	17860	24089	142270	22494	5088300
Q8NFH5	0	0	315.05	403.43	410.46	329.67	710.54	2027.4	665.74	69591	0	0	315.05	403.43	410.46	329.67	710.54	2027.4	665.74	69591
Q8NI22	1036	1024.1	1942.7	686.08	1035	1062.1	405.76	14467	1907.8	541110	1036	1024.1	1942.7	686.08	1035	1062.1	405.76	14467	1907.8	541110
Q8TAQ2	1537.4	1246.6	2202.5	1026.8	1063.9	1430.9	2323.1	10866	2113.3	342090	1537.4	1246.6	2202.5	1026.8	1063.9	1430.9	2323.1	10866	2113.3	342090
Q8WUM4	3669.8	4425.8	4951.8	2168.3	4002.8	4256	4598.5	24060	3039.7	814000	3669.8	4425.8	4951.8	2168.3	4002.8	4256	4598.5	24060	3039.7	814000
Q8WVJ2	508.83	665.36	669.68	0	0	421.8	0	2748.4	0	84773	508.83	665.36	669.68	0	0	421.8	0	2748.4	0	84773
Q8WVV9	5183.4	6351.9	6986.8	5888.5	7545.9	8809	9221.2	22904	11313	657600	5183.4	6351.9	6986.8	5888.5	7545.9	8809	9221.2	22904	11313	657600
Q8WWM7	1261.8	974.94	1818.7	860.19	1282.4	1171.8	1038.3	9351.2	1529	333460	1261.8	974.94	1818.7	860.19	1282.4	1171.8	1038.3	9351.2	1529	333460
Q8WXF1	1898.3	2092.6	1733.5	550.62	1241.1	1558.5	1078.9	9451.6	1519.2	437500	1898.3	2092.6	1733.5	550.62	1241.1	1558.5	1078.9	9451.6	1519.2	437500
Q92499	3502.9	3512.1	4439.5	1304.5	8352.5	4127	3704.4	31948	4107.8	1167600	3502.9	3512.1	4439.5	1304.5	8352.5	4127	3704.4	31948	4107.8	1167600
Q92575	735.8	321.88	0	0	0	0	0	2805.2	342.45	86597	735.8	321.88	0	0	0	0	0	2805.2	342.45	86597
Q92598	1090.5	965.94	1503.1	714.53	521.29	818.99	605.86	6960.3	785.17	208690	1090.5	965.94	1503.1	714.53	521.29	818.99	605.86	6960.3	785.17	208690
Q92600	880.57	474.74	792.71	0	467.28	483.1	568.18	7254.7	901.71	248870	880.57	474.74	792.71	0	467.28	483.1	568.18	7254.7	901.71	248870
Q92688	7580.6	15747	9584.2	8418.9	8486.9	10437	12146	121170	3563	4090300	7580.6	15747	9584.2	8418.9	8486.9	10437	12146	121170	3563	4090300
Q92804	2398.7	2419.6	7750.8	2247.2	3048.6	2150	3209.2	32464	6058.9	1079500	2398.7	2419.6	7750.8	2247.2	3048.6	2150	3209.2	32464	6058.9	1079500
Q92841	17878	24398	24684	10964	33747	14252	25484	112140	20867	4024000	17878	24398	24684	10964	33747	14252	25484	112140	20867	4024000
Q92879	819.65	617.43	1155.1	0	524	689.23	895.17	10834	970.64	346010	819.65	617.43	1155.1	0	524	689.23	895.17	10834	970.64	346010
Q92882	1136.7	2776.7	2732.1	2309.4	3712.2	1992	4927.9	5532.8	1915.1	115260	1136.7	2776.7	2732.1	2309.4	3712.2	1992	4927.9	5532.8	1915.1	115260
Q92896	10054	13465	16495	9119.5	19566	10670	17024	79621	15221	2555100	10054	13465	16495	9119.5	19566	10670	17024	79621	15221	2555100
Q92900	2911.2	4899.8	4862.3	3658.2	5234.6	2505.5	6567.5	21260	3983.3	686380	2911.2	4899.8	4862.3	3658.2	5234.6	2505.5	6567.5	21260	3983.3	686380
Q92905	2735.4	3574.1	5305.9	5372.8	5398.8	2627.7	6033.8	5432.6	3990.5	139300	2735.4	3574.1	5305.9	5372.8	5398.8	2627.7	6033.8	5432.6	3990.5	139300
Q92922	6415.3	10593	9254.7	11106	22293	9445.1	17160	27209	12980	661880	6415.3	10593	9254.7	11106	22293	9445.1	17160	27209	12980	661880
Q92945	11985	13874	13975	10088	15274	15727	29330	135840	20746	4882100	11985	13874	13975	10088	15274	15727	29330	135840	20746	4882100
Q92973;O14787	4121.3	8515.8	10264	5328.2	11284	7916.4	21642	37087	8985.9	1460900	4121.3	8515.8	10264	5328.2	11284	7916.4	21642	37087	8985.9	1460900
Q93009	600.1	428.06	661.37	0	541.99	368.27	609.32	5622.5	869.2	155730	600.1	428.06	661.37	0	541.99	368.27	609.32	5622.5	869.2	155730
Q93045	3362.7	3182.9	3069.3	2746.7	3258.2	5580.5	5036.3	20341	9200.4	681590	3362.7	3182.9	3069.3	2746.7	3258.2	5580.5	5036.3	20341	9200.4	681590
Q969H8	18466	16265	20729	15004	28373	14649	26410	46614	18750	1639700	18466	16265	20729	15004	28373	14649	26410	46614	18750	1639700
Q969X5	625.89	846.92	1645.7	574.76	1377.5	1192.5	2128.1	11374	1438.5	334920	625.89	846.92	1645.7	574.76	1377.5	1192.5	2128.1	11374	1438.5	334920
Q969X6	1212.4	2772.2	3967.3	2129.1	10092	6620.6	16499	12383	4250.5	215410	1212.4	2772.2	3967.3	2129.1	10092	6620.6	16499	12383	4250.5	215410
Q96AE4	6625.2	7522.4	7096.8	5212.1	6129.6	6351.7	6492.4	32901	6628.2	1330100	6625.2	7522.4	7096.8	5212.1	6129.6	6351.7	6492.4	32901	6628.2	1330100
Q96AG4	27443	30631	30151	10402	11620	10583	12742	55249	11654	1914400	27443	30631	30151	10402	11620	10583	12742	55249	11654	1914400
Q96AY3	2012.5	4150.5	3341	2039.1	3326.2	2391.8	4428.4	19897	2716.8	631340	2012.5	4150.5	3341	2039.1	3326.2	2391.8	4428.4	19897	2716.8	631340
Q96BM9;Q9NVJ2	4538.1	5786.8	8139.4	1955.1	6635.1	4084.6	5147	42883	4830.3	1753400	4538.1	5786.8	8139.4	1955.1	6635.1	4084.6	5147	42883	4830.3	1753400
Q96C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96C86	2489.1	1839	2183.9	1131.1	7483.1	3036.6	4662	12140	7321.9	234300	2489.1	1839	2183.9	1131.1	7483.1	3036.6	4662	12140	7321.9	234300
Q96CS3	773.27	502.32	895.55	517.38	367.46	748.61	0	5094.8	850.23	172320	773.27	502.32	895.55	517.38	367.46	748.61	0	5094.8	850.23	172320
Q96CW1	4483.7	4380.2	6175.4	2293.4	3819.8	3643.7	4648.6	30393	4423.1	1194600	4483.7	4380.2	6175.4	2293.4	3819.8	3643.7	4648.6	30393	4423.1	1194600
Q96D15	3559.2	6332.8	6153.2	3282.3	6434	4168.9	6403.1	18283	5151.7	758760	3559.2	6332.8	6153.2	3282.3	6434	4168.9	6403.1	18283	5151.7	758760
Q96DI7	1223.3	1279.9	2816.9	1775.9	7478.9	938.44	57485	29908	3672.6	1076300	1223.3	1279.9	2816.9	1775.9	7478.9	938.44	57485	29908	3672.6	1076300
Q96EP5	355.77	2161.4	1971.8	2020.2	9861.6	2859	2057.8	30856	1927	613510	355.77	2161.4	1971.8	2020.2	9861.6	2859	2057.8	30856	1927	613510
Q96FJ2	4722.8	8139.7	9037.8	2930.4	5985	4104.2	5468.1	36784	4937.5	1440100	4722.8	8139.7	9037.8	2930.4	5985	4104.2	5468.1	36784	4937.5	1440100
Q96FN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96FW1	2520.6	2530.2	3805	2457.7	3873.8	3184.2	5147.9	10212	4094.7	387710	2520.6	2530.2	3805	2457.7	3873.8	3184.2	5147.9	10212	4094.7	387710
Q96HE7;Q86YB8	3222.1	5009.7	5646.7	3572.5	4937.7	3744.4	4303.2	34147	5052.4	1171500	3222.1	5009.7	5646.7	3572.5	4937.7	3744.4	4303.2	34147	5052.4	1171500
Q96I24	867.27	1562.7	2164.1	1112.4	2788.6	1199.1	2368.5	5186.9	1887.7	141860	867.27	1562.7	2164.1	1112.4	2788.6	1199.1	2368.5	5186.9	1887.7	141860
Q96JB3	3597.4	5118.4	5244.8	1621.7	5106.2	2814.4	3523.4	18149	3169.5	580500	3597.4	5118.4	5244.8	1621.7	5106.2	2814.4	3523.4	18149	3169.5	580500
Q96KP4	639.6	733.67	1165.3	862.19	955.22	863.99	963.47	5563.8	878.37	179590	639.6	733.67	1165.3	862.19	955.22	863.99	963.47	5563.8	878.37	179590
Q96PK6	7994.9	8195.5	8551.7	5563.7	7579.7	7614.3	7217.6	36616	10202	1401700	7994.9	8195.5	8551.7	5563.7	7579.7	7614.3	7217.6	36616	10202	1401700
Q96PU5	4113	5502	4767	1586.1	2393.8	2345.2	4131.6	16822	3889.6	680290	4113	5502	4767	1586.1	2393.8	2345.2	4131.6	16822	3889.6	680290
Q96QD8	690.1	1313.9	828.39	453.45	478.31	384.86	311.39	4854.3	946.07	206270	690.1	1313.9	828.39	453.45	478.31	384.86	311.39	4854.3	946.07	206270
Q96QK1	5491.7	11737	10723	5542.9	63658	8249.4	33173	45101	7777.8	1332400	5491.7	11737	10723	5542.9	63658	8249.4	33173	45101	7777.8	1332400
Q96S97	813.52	884.09	938.85	509.37	1238.8	805.25	1159	7700	858.04	245440	813.52	884.09	938.85	509.37	1238.8	805.25	1159	7700	858.04	245440
Q96TA1	8218.9	8343.4	8296.1	2950.4	2772.8	2483.5	2486.7	18569	4101.1	620530	8218.9	8343.4	8296.1	2950.4	2772.8	2483.5	2486.7	18569	4101.1	620530
Q99426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99436	3487.9	3783.9	4961.4	3198.9	4159.3	4670	3569.4	43072	6924.7	1339900	3487.9	3783.9	4961.4	3198.9	4159.3	4670	3569.4	43072	6924.7	1339900
Q99439	10329	9701.5	14022	3790.6	6458.6	4553.1	8062.3	35687	7112.3	1261800	10329	9701.5	14022	3790.6	6458.6	4553.1	8062.3	35687	7112.3	1261800
Q99460	4400	7454.7	5463.4	3381.1	7779	3711.2	8393.9	35937	5555.6	1372000	4400	7454.7	5463.4	3381.1	7779	3711.2	8393.9	35937	5555.6	1372000
Q99471	945.85	1292.9	1377.8	793.29	1498.5	771.64	1576.7	8498.8	1069.6	283940	945.85	1292.9	1377.8	793.29	1498.5	771.64	1576.7	8498.8	1069.6	283940
Q99497	12878	13511	16034	12043	12855	13060	15633	77191	15441	2750600	12878	13511	16034	12043	12855	13060	15633	77191	15441	2750600
Q99536	8040.1	12119	9407.9	5777.1	15923	6478.9	12138	52766	6957.5	1829900	8040.1	12119	9407.9	5777.1	15923	6478.9	12138	52766	6957.5	1829900
Q99613;B5ME19	5264.6	8216.6	7750.4	4178	8568.5	3385.3	5452.3	46402	6479	1538400	5264.6	8216.6	7750.4	4178	8568.5	3385.3	5452.3	46402	6479	1538400
Q99615	0	431.94	291.32	0	298.99	313.45	341.44	1868.1	567.56	67417	0	431.94	291.32	0	298.99	313.45	341.44	1868.1	567.56	67417
Q99623	24509	33985	36690	15679	20956	18377	23310	110530	22769	4338700	24509	33985	36690	15679	20956	18377	23310	110530	22769	4338700
Q99700	450.79	0	438.83	0	0	0	320.9	1489.5	0	35234	450.79	0	438.83	0	0	0	320.9	1489.5	0	35234
Q99729	28686	36023	37623	21107	27489	24322	32405	215190	25175	8240000	28686	36023	37623	21107	27489	24322	32405	215190	25175	8240000
Q99757	1348.9	1384.3	1378.5	253.64	566.64	1229.7	996.65	11467	923.06	425530	1348.9	1384.3	1378.5	253.64	566.64	1229.7	996.65	11467	923.06	425530
Q99798	47230	79855	74011	34211	51525	42702	114770	259530	58362	9681800	47230	79855	74011	34211	51525	42702	114770	259530	58362	9681800
Q99805	1540.3	2521.1	2405.8	1367.4	2829.3	1518.1	2382.4	11738	872.51	344170	1540.3	2521.1	2405.8	1367.4	2829.3	1518.1	2382.4	11738	872.51	344170
Q99832	21354	23233	29616	17219	19094	19801	20637	109030	21565	3753600	21354	23233	29616	17219	19094	19801	20637	109030	21565	3753600
Q99848	0	355.65	540.69	387.82	405.93	298.6	483.52	4235.4	0	144690	0	355.65	540.69	387.82	405.93	298.6	483.52	4235.4	0	144690
Q99873;Q9NR22	7208.6	9862.7	7799.4	5322.7	4841.5	5909.4	7751.3	57358	10630	2097000	7208.6	9862.7	7799.4	5322.7	4841.5	5909.4	7751.3	57358	10630	2097000
Q99880;Q8N257;Q96A08	162580	247940	188930	122280	296480	225540	240010	1395700	217530	60719000	162580	247940	188930	122280	296480	225540	240010	1395700	217530	60719000
Q9BR76	22767	36298	34643	26241	79504	348710	82642	567170	28419	3486800	22767	36298	34643	26241	79504	348710	82642	567170	28419	3486800
Q9BS26	2160.4	4858.8	7761.3	4531.2	5736.1	3887.7	5905.7	28916	5303.8	1007000	2160.4	4858.8	7761.3	4531.2	5736.1	3887.7	5905.7	28916	5303.8	1007000
Q9BSA4	9070.3	6670.3	7293.4	807.14	6138.2	7247.7	2550.5	127590	8287.8	3954100	9070.3	6670.3	7293.4	807.14	6138.2	7247.7	2550.5	127590	8287.8	3954100
Q9BSJ8	1168.4	1236.2	1616.3	657.66	801.04	1675.3	1445.2	13553	2123	403440	1168.4	1236.2	1616.3	657.66	801.04	1675.3	1445.2	13553	2123	403440
Q9BT78	1803.6	2679.2	2710.6	1397.3	3691.2	2325.3	3689.6	12006	2693.7	384150	1803.6	2679.2	2710.6	1397.3	3691.2	2325.3	3689.6	12006	2693.7	384150
Q9BTT0	3907.6	4478.8	5951.9	4370.9	6247.2	6090.8	9803.1	35878	5985.3	1128900	3907.6	4478.8	5951.9	4370.9	6247.2	6090.8	9803.1	35878	5985.3	1128900
Q9BTV4	1716.6	5103.1	3045.8	2111.9	8717.6	4320.3	7264.2	10637	3053.8	291180	1716.6	5103.1	3045.8	2111.9	8717.6	4320.3	7264.2	10637	3053.8	291180
Q9BU70	639.46	0	1154.1	0	699.5	1464.4	0	16051	1902.8	698320	639.46	0	1154.1	0	699.5	1464.4	0	16051	1902.8	698320
Q9BUJ2	742.67	648.55	828.35	0	0	0	564.21	4659.9	740.91	208400	742.67	648.55	828.35	0	0	0	564.21	4659.9	740.91	208400
Q9BUN8	7219.3	10444	9289.4	7359.3	8061.6	8207.7	8953.3	45676	9916.5	1431600	7219.3	10444	9289.4	7359.3	8061.6	8207.7	8953.3	45676	9916.5	1431600
Q9BUQ8	5420.7	9394	7454.8	5087.2	8509.1	4998.1	17350	22404	9384	758750	5420.7	9394	7454.8	5087.2	8509.1	4998.1	17350	22404	9384	758750
Q9BV40	1423.4	2079.9	1513.5	0	969.81	1316.6	471.04	15207	697.28	510340	1423.4	2079.9	1513.5	0	969.81	1316.6	471.04	15207	697.28	510340
Q9BWH2	1389.7	888.86	894.26	756.8	1265.8	1627.8	2666.1	12059	1731.8	451980	1389.7	888.86	894.26	756.8	1265.8	1627.8	2666.1	12059	1731.8	451980
Q9BWM7	3694.6	3105.4	4707.7	1778.2	3675	2361.4	4334.7	29790	3847.1	1116800	3694.6	3105.4	4707.7	1778.2	3675	2361.4	4334.7	29790	3847.1	1116800
Q9BXJ9	930.37	1654	1913.5	1801	1427.4	1966.4	1310.6	7597	1588.2	307830	930.37	1654	1913.5	1801	1427.4	1966.4	1310.6	7597	1588.2	307830
Q9BXP5	2141.3	3421.3	3920.6	2292	4463.2	2492.7	7263.2	15295	3775.8	622370	2141.3	3421.3	3920.6	2292	4463.2	2492.7	7263.2	15295	3775.8	622370
Q9BY32	842.68	1273.7	1957.8	1683	2488.6	1739.8	2550.3	7110.7	1341.3	273160	842.68	1273.7	1957.8	1683	2488.6	1739.8	2550.3	7110.7	1341.3	273160
Q9BY67	3485	4454.4	3696	3338.7	4214.2	4401.9	3112	19654	5679.5	612450	3485	4454.4	3696	3338.7	4214.2	4401.9	3112	19654	5679.5	612450
Q9BZQ8	6305.9	7410.7	5583.3	2507.2	6834.9	3304.1	4886.5	31747	5267.1	1268100	6305.9	7410.7	5583.3	2507.2	6834.9	3304.1	4886.5	31747	5267.1	1268100
Q9BZZ5	3940.1	5445.6	5754	3179.5	6209.5	5790.2	30692	26395	4598.3	1073000	3940.1	5445.6	5754	3179.5	6209.5	5790.2	30692	26395	4598.3	1073000
Q9C037	1205.1	1307.8	1983.6	794.18	1837	941.43	1124.5	9356.5	1388.4	361270	1205.1	1307.8	1983.6	794.18	1837	941.43	1124.5	9356.5	1388.4	361270
Q9GZM7	828.14	615.16	1148.6	0	680.95	579.4	720.23	9133.5	702.84	281370	828.14	615.16	1148.6	0	680.95	579.4	720.23	9133.5	702.84	281370
Q9GZS3	1821.6	1541.3	1590.6	1092.1	2987.4	1602.7	2037.8	12933	2222.6	398260	1821.6	1541.3	1590.6	1092.1	2987.4	1602.7	2037.8	12933	2222.6	398260
Q9H0U4	2192.5	2569.7	1612.1	2263.2	2536.3	1511.6	2542.7	14354	3347.2	459670	2192.5	2569.7	1612.1	2263.2	2536.3	1511.6	2542.7	14354	3347.2	459670
Q9H1E3	1247.7	1344.4	2032.3	1375.1	2135.2	1005.3	1469.1	5920.4	1392.9	231820	1247.7	1344.4	2032.3	1375.1	2135.2	1005.3	1469.1	5920.4	1392.9	231820
Q9H299	2563.8	4058.2	4005.2	4903.8	6369.8	5685.8	1789.2	4611.4	2477.2	164820	2563.8	4058.2	4005.2	4903.8	6369.8	5685.8	1789.2	4611.4	2477.2	164820
Q9H444;Q96CF2	6411.5	5598.9	7384.2	2910.1	5142.3	6462.6	5992.5	54545	8003.3	1558600	6411.5	5598.9	7384.2	2910.1	5142.3	6462.6	5992.5	54545	8003.3	1558600
Q9H4G4	1185.5	895.28	1308.6	458.89	368.95	751.87	753.37	6813.4	1049.8	265210	1185.5	895.28	1308.6	458.89	368.95	751.87	753.37	6813.4	1049.8	265210
Q9H4M9;Q9NZN3;Q9H223;Q9NZN4	8023.2	12906	13652	8007.7	21483	12395	17958	129980	15386	4278700	8023.2	12906	13652	8007.7	21483	12395	17958	129980	15386	4278700
Q9H8Y8	462.59	381.51	417.48	0	0	0	0	3061.5	357.76	94718	462.59	381.51	417.48	0	0	0	0	3061.5	357.76	94718
Q9H910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HAV7	1836.5	2104.6	2570.6	1505.7	651.59	1124.6	1293.9	7696.4	1486.8	272810	1836.5	2104.6	2570.6	1505.7	651.59	1124.6	1293.9	7696.4	1486.8	272810
Q9HB07	2259.1	3040	3119.3	1376.9	895.19	2310.2	2987.3	19283	2668.1	499580	2259.1	3040	3119.3	1376.9	895.19	2310.2	2987.3	19283	2668.1	499580
Q9HB40	1685.4	2000.5	1991.4	934.25	684.93	520.5	1309.3	7468.1	1481.1	230060	1685.4	2000.5	1991.4	934.25	684.93	520.5	1309.3	7468.1	1481.1	230060
Q9HB71	2827.9	2897.8	4491.1	1838.4	3796.4	3268.8	3853.7	22383	3760.8	745420	2827.9	2897.8	4491.1	1838.4	3796.4	3268.8	3853.7	22383	3760.8	745420
Q9HC35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HD45	3240.2	4129	4825.6	3104.9	3100.3	2336.3	4852.2	26700	5006.7	990020	3240.2	4129	4825.6	3104.9	3100.3	2336.3	4852.2	26700	5006.7	990020
Q9NP72	840.66	1107.8	819.51	425.99	722.72	540.02	851.21	4012.2	490.43	178050	840.66	1107.8	819.51	425.99	722.72	540.02	851.21	4012.2	490.43	178050
Q9NQ29;Q9Y383	2464.6	3760.1	3000.9	2323.9	1812.1	2921.1	2219.5	19115	3327.8	819620	2464.6	3760.1	3000.9	2323.9	1812.1	2921.1	2219.5	19115	3327.8	819620
Q9NQC3	9032.8	7926.4	7065	3387.7	9438.7	6635.7	8517.5	62137	9874.4	2221900	9032.8	7926.4	7065	3387.7	9438.7	6635.7	8517.5	62137	9874.4	2221900
Q9NR30	9725.8	9659	11107	8747.6	14413	9995.7	15137	52609	9318.9	1825200	9725.8	9659	11107	8747.6	14413	9995.7	15137	52609	9318.9	1825200
Q9NR31;Q9Y6B6	5674.9	11237	8336.3	2923	4562.6	5304.5	5471.5	37638	6440.1	1260500	5674.9	11237	8336.3	2923	4562.6	5304.5	5471.5	37638	6440.1	1260500
Q9Y371;Q9NR46	1334.8	1192.2	1902.9	350.06	978.48	1166.2	1032.1	8016	1511.2	310440	1334.8	1192.2	1902.9	350.06	978.48	1166.2	1032.1	8016	1511.2	310440
Q9NR56;Q5VZF2;Q9NUK0	5038	6993.5	7690	4212.6	7802.1	6012	9370	45917	8341.7	1596600	5038	6993.5	7690	4212.6	7802.1	6012	9370	45917	8341.7	1596600
Q9NRZ5	352.22	857.4	526.38	485.92	448.12	932.8	384.95	5057.6	1062.6	104660	352.22	857.4	526.38	485.92	448.12	932.8	384.95	5057.6	1062.6	104660
Q9NRZ7	778.11	1762.5	1707.7	1291.8	1742.4	1311.3	1743	5481	1169.4	211970	778.11	1762.5	1707.7	1291.8	1742.4	1311.3	1743	5481	1169.4	211970
Q9NSD9	1022.2	1534.3	1540.3	1136.9	2247.2	1284.9	1817.2	5933	900.74	277590	1022.2	1534.3	1540.3	1136.9	2247.2	1284.9	1817.2	5933	900.74	277590
Q9NTJ5	1683.8	2313.4	2656.6	1983.6	1862.2	2042.5	3266.6	14242	2591.5	455790	1683.8	2313.4	2656.6	1983.6	1862.2	2042.5	3266.6	14242	2591.5	455790
Q9NTZ6	2558.1	4052.3	4283.9	3168.2	8115.6	3145.2	6423.7	14001	3557.4	431390	2558.1	4052.3	4283.9	3168.2	8115.6	3145.2	6423.7	14001	3557.4	431390
Q9NUM4	461.99	944.15	1339.6	562.72	838.79	651.71	869.71	4728.7	837.43	181940	461.99	944.15	1339.6	562.72	838.79	651.71	869.71	4728.7	837.43	181940
Q9NUV7	6941.5	15872	10719	8643.2	14814	20490	14583	27763	12000	751250	6941.5	15872	10719	8643.2	14814	20490	14583	27763	12000	751250
Q9NVA2;Q14141;Q9P0V9;Q92599	8618.7	6991.7	10213	4303.8	5243.8	4788.5	5913	41171	5608.4	1379600	8618.7	6991.7	10213	4303.8	5243.8	4788.5	5913	41171	5608.4	1379600
Q9NX63	5204.3	8843	7732.8	3012	3474.8	3183.9	4885.7	39861	6925.8	1431300	5204.3	8843	7732.8	3012	3474.8	3183.9	4885.7	39861	6925.8	1431300
Q9NY12	1230.4	12724	2190.5	1176.5	3107	1760	1445.6	11227	1565.4	397900	1230.4	12724	2190.5	1176.5	3107	1760	1445.6	11227	1565.4	397900
Q9NYF8	777.93	1954.8	1441.1	1952.8	2513.2	1589.5	2936.3	11080	1945.9	401010	777.93	1954.8	1441.1	1952.8	2513.2	1589.5	2936.3	11080	1945.9	401010
Q9NYK1	2652.9	4343.7	5063.9	2237	2659.1	4086.2	4246.1	30704	3206.4	1247200	2652.9	4343.7	5063.9	2237	2659.1	4086.2	4246.1	30704	3206.4	1247200
Q9NYL9;P28289	2075.8	2087.3	3179.7	891.63	2196.8	1685.8	2739.7	15555	2108.3	549870	2075.8	2087.3	3179.7	891.63	2196.8	1685.8	2739.7	15555	2108.3	549870
Q9NYU2	9346.8	9906.7	11635	4935.6	12635	9746.3	11791	67286	11870	2254600	9346.8	9906.7	11635	4935.6	12635	9746.3	11791	67286	11870	2254600
Q9NZ01	2920.7	6455.3	7942.9	4158.7	11693	8033.9	16328	18338	5825.4	437330	2920.7	6455.3	7942.9	4158.7	11693	8033.9	16328	18338	5825.4	437330
Q9NZM1	21638	38676	34167	20572	40844	19688	48730	140560	26950	4230300	21638	38676	34167	20572	40844	19688	48730	140560	26950	4230300
Q9P0L0;O95292	7976.6	9998.9	10271	8761.8	9573.2	6717.6	9833.2	36963	8112.9	1250400	7976.6	9998.9	10271	8761.8	9573.2	6717.6	9833.2	36963	8112.9	1250400
Q9P0M6;O75367	3791.4	5613.8	4737.8	3141.1	4321.4	6232.4	9089.9	40229	6808.5	1344500	3791.4	5613.8	4737.8	3141.1	4321.4	6232.4	9089.9	40229	6808.5	1344500
Q9P258	6870.8	8070.2	8196.7	6874.5	11916	9837.4	20083	48869	13064	1576700	6870.8	8070.2	8196.7	6874.5	11916	9837.4	20083	48869	13064	1576700
Q9P2E9;Q8N4C6	24011	25542	28500	10302	13102	14485	13720	164920	21390	4947100	24011	25542	28500	10302	13102	14485	13720	164920	21390	4947100
Q9P2J5	1226	1919.1	1268	1072.6	1058.2	1368.3	688.3	16124	1327.8	469350	1226	1919.1	1268	1072.6	1058.2	1368.3	688.3	16124	1327.8	469350
Q9P2R3	539.85	1015.3	888.43	579.51	1843.1	882.46	2035.7	4914.8	1654.1	122420	539.85	1015.3	888.43	579.51	1843.1	882.46	2035.7	4914.8	1654.1	122420
Q9UBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBE0	1879.2	1867.8	2316.7	1145.7	4093	2612	11725	19990	2453.9	716390	1879.2	1867.8	2316.7	1145.7	4093	2612	11725	19990	2453.9	716390
Q9UBQ0	4295.8	5503.4	4588.4	2690.5	5698.6	2998.3	5480.8	18974	4357.6	581130	4295.8	5503.4	4588.4	2690.5	5698.6	2998.3	5480.8	18974	4357.6	581130
Q9UBQ5	1887.7	2645.3	2369.2	1482	1060.8	1177.7	1677.8	12151	1851.1	464940	1887.7	2645.3	2369.2	1482	1060.8	1177.7	1677.8	12151	1851.1	464940
Q9UBR2	4090	4130.2	5799.5	3616.1	7658.5	5702	4310.6	52844	6830.9	1957000	4090	4130.2	5799.5	3616.1	7658.5	5702	4310.6	52844	6830.9	1957000
Q9UBS4	6240.4	6341.6	8327.4	3787	3950.3	5552.5	5026	39615	5057.7	1502500	6240.4	6341.6	8327.4	3787	3950.3	5552.5	5026	39615	5057.7	1502500
Q9UBT2	2284.1	1906.4	2151.8	1841	2160.1	1815.3	2528.4	18952	2959.6	571600	2284.1	1906.4	2151.8	1841	2160.1	1815.3	2528.4	18952	2959.6	571600
Q9UBX7	2412.3	1175	3391.2	2115.5	2609.9	3006.1	2595.3	37286	6136	1031200	2412.3	1175	3391.2	2115.5	2609.9	3006.1	2595.3	37286	6136	1031200
Q9UGP8	2348.1	3767	4464.2	2846	6287.4	3566.7	7389.6	15310	3233.8	526990	2348.1	3767	4464.2	2846	6287.4	3566.7	7389.6	15310	3233.8	526990
